miRNA_Acc.,Target_Genes,Total_Interactions,Mean_Expectation,Median_Expectation,Minimum_Expectation,Interactions_LE_1,Interactions_LE_2,Interactions_LE_3,Cleavage_Interactions,Translation_Repression_Interactions
osa-miR159c,123,125,4.184,4.5,1.5,0,5,12,102,23
osa-miR2093-5p,123,125,4.424,4.5,3.0,0,0,3,101,24
osa-miR528-3p,123,125,4.372,4.5,2.5,0,0,2,100,25
osa-miR5509,123,125,4.296,4.5,2.5,0,0,7,105,20
osa-miR5537,123,125,4.32,4.5,3.0,0,0,8,91,34
zma-miR164d-3p,123,125,4.354,4.5,0.5,1,2,6,101,24
bdi-miR5061,123,124,4.433467741935484,4.5,2.0,0,1,7,98,26
bdi-miR9484,123,124,4.435483870967742,4.5,3.0,0,0,4,104,20
nta-miR6151a,123,124,4.318548387096774,4.5,2.0,0,2,5,111,13
nta-miR6151b,123,124,4.318548387096774,4.5,2.0,0,2,5,111,13
nta-miR6151c,123,124,4.318548387096774,4.5,2.0,0,2,5,111,13
nta-miR6151d,123,124,4.318548387096774,4.5,2.0,0,2,5,111,13
nta-miR6151e,123,124,4.318548387096774,4.5,2.0,0,2,5,111,13
nta-miR6162,123,124,4.350806451612903,4.5,2.5,0,0,7,113,11
osa-miR5528,123,124,4.419354838709677,4.5,2.5,0,0,5,110,14
ptc-miR6448,123,124,4.375,4.5,2.5,0,0,5,87,37
stu-miR156f-5p,123,124,4.475806451612903,4.5,2.0,0,7,9,109,15
stu-miR171d-5p,123,124,4.504032258064516,4.5,3.0,0,0,1,102,22
aly-miR774a-3p.2,123,123,4.274390243902439,4.5,2.5,0,0,11,88,35
gma-miR166m,123,123,4.32520325203252,4.5,1.0,3,7,11,103,20
osa-miR5339,123,123,4.337398373983739,4.5,2.5,0,0,6,100,23
aly-miR156d-3p,122,136,4.297794117647059,4.5,2.5,0,0,4,120,16
smo-miR1082b,122,132,4.424242424242424,4.5,2.0,0,1,8,105,27
ath-miR825,122,129,4.317829457364341,4.5,2.0,0,1,8,110,19
ath-miR832-5p,122,128,4.5625,4.5,3.5,0,0,0,102,26
bdi-miR7769-3p,122,128,4.37890625,4.5,2.5,0,0,5,107,21
ddi-miR-7131d,122,128,4.3046875,4.5,2.0,0,2,9,101,27
ppt-miR1031a,122,128,4.44140625,4.5,2.5,0,0,9,114,14
ppt-miR1031b,122,128,4.44140625,4.5,2.5,0,0,9,114,14
mtr-miR396c,122,127,4.429133858267717,4.5,2.5,0,0,4,103,24
sbi-miR396d,122,127,3.8622047244094486,4.0,1.0,7,10,28,108,19
zma-miR2118g,122,127,4.437007874015748,4.5,2.5,0,0,6,103,24
stu-miR8040-5p,122,126,4.464285714285714,4.5,2.0,0,1,6,69,57
ahy-miR3513-3p,122,125,4.252,4.5,3.0,0,0,2,93,32
cca-miR6116-5p,122,125,4.24,4.5,2.5,0,0,9,98,27
ddi-miR-7097,122,125,4.488,4.5,2.5,0,0,4,102,23
ghr-miR2949a-5p,122,125,4.4,4.5,2.5,0,0,5,100,25
gma-miR9737,122,125,4.412,4.5,3.0,0,0,1,92,33
gra-miR8648,122,125,4.412,4.5,2.0,0,1,3,100,25
mtr-miR2670a,122,125,4.5,4.5,3.0,0,0,2,109,16
mtr-miR2670b,122,125,4.5,4.5,3.0,0,0,2,109,16
mtr-miR2670c,122,125,4.5,4.5,3.0,0,0,2,109,16
mtr-miR2670d,122,125,4.5,4.5,3.0,0,0,2,109,16
mtr-miR5759,122,125,4.42,4.5,2.5,0,0,6,102,23
osa-miR167e-3p,122,125,4.316,4.5,1.5,0,1,4,101,24
osa-miR167i-3p,122,125,4.316,4.5,1.5,0,1,4,101,24
ptc-miR472a,122,125,4.048,4.0,1.5,0,4,19,80,45
ptc-miR6427-3p,122,125,4.34,4.5,3.0,0,0,4,104,21
ptc-miR6440a,122,125,4.384,4.5,2.5,0,0,6,97,28
ptc-miR6440b,122,125,4.384,4.5,2.5,0,0,6,97,28
ptc-miR6440c,122,125,4.384,4.5,2.5,0,0,6,97,28
ptc-miR6440d,122,125,4.384,4.5,2.5,0,0,6,97,28
cca-miR396a-3p,122,124,4.314516129032258,4.5,1.5,0,1,8,111,13
gra-miR8763,122,124,4.298387096774194,4.5,1.5,0,1,8,110,14
mtr-miR5235a,122,124,4.508064516129032,4.5,2.5,0,0,1,115,9
mtr-miR5235b,122,124,4.508064516129032,4.5,2.5,0,0,1,115,9
sly-miR477-3p,122,124,4.310483870967742,4.5,2.5,0,0,5,104,20
smo-miR1107,122,124,4.42741935483871,4.5,3.0,0,0,2,110,14
tae-miR9657a-3p,122,124,4.520161290322581,4.5,2.0,0,1,1,106,18
aly-miR164b-3p,122,123,4.203252032520325,4.5,1.5,0,1,18,113,10
ath-miR164b-3p,122,123,4.203252032520325,4.5,1.5,0,1,18,113,10
gma-miR171m,122,123,4.390243902439025,4.5,1.5,0,1,3,97,26
gma-miR171t,122,123,4.390243902439025,4.5,1.5,0,1,3,97,26
gma-miR5668,122,123,4.4105691056910565,4.5,3.0,0,0,6,107,16
osa-miR166i-3p,122,123,4.069105691056911,4.5,1.0,3,9,15,100,23
rgl-miR164,122,123,4.211382113821138,4.0,3.0,0,0,5,95,28
smo-miR156c,122,123,4.239837398373984,4.5,1.5,0,4,12,103,20
stu-miR166d-5p,122,123,4.40650406504065,4.5,2.5,0,0,3,106,17
ahy-miR408-5p,122,122,4.450819672131147,4.5,2.5,0,0,9,106,16
aly-miR157d-5p,122,122,4.372950819672131,4.5,1.5,0,7,9,99,23
aqc-miR156a,122,122,4.372950819672131,4.5,1.5,0,7,9,99,23
aqc-miR156b,122,122,4.372950819672131,4.5,1.5,0,7,9,99,23
ath-miR157d,122,122,4.372950819672131,4.5,1.5,0,7,9,99,23
cme-miR156f,122,122,4.372950819672131,4.5,1.5,0,7,9,99,23
gma-miR408a-5p,122,122,4.463114754098361,4.5,3.0,0,0,6,107,15
gma-miR408c-5p,122,122,4.463114754098361,4.5,3.0,0,0,6,107,15
mdm-miR156aa,122,122,4.372950819672131,4.5,1.5,0,7,9,99,23
mdm-miR156x,122,122,4.372950819672131,4.5,1.5,0,7,9,99,23
mdm-miR156y,122,122,4.372950819672131,4.5,1.5,0,7,9,99,23
mdm-miR156z,122,122,4.372950819672131,4.5,1.5,0,7,9,99,23
mtr-miR5215,122,122,4.422131147540983,4.5,2.5,0,0,6,101,21
nta-miR156g,122,122,4.372950819672131,4.5,1.5,0,7,9,99,23
nta-miR156h,122,122,4.372950819672131,4.5,1.5,0,7,9,99,23
nta-miR156i,122,122,4.372950819672131,4.5,1.5,0,7,9,99,23
nta-miR156j,122,122,4.372950819672131,4.5,1.5,0,7,9,99,23
bdi-miR156b-3p,121,142,4.411971830985915,4.5,2.5,0,0,8,116,26
cre-miR1153-3p.2,121,139,4.41546762589928,4.5,2.5,0,0,7,105,34
ata-miR156b-3p,121,138,4.246376811594203,4.5,1.5,0,3,19,108,30
ata-miR167b-3p,121,136,4.4338235294117645,4.5,2.0,0,2,6,119,17
bdi-miR167e-3p,121,136,4.4338235294117645,4.5,2.0,0,2,6,119,17
stu-miR477a-3p,121,129,4.2984496124031,4.5,1.5,0,1,11,110,19
gma-miR396f,121,128,4.03125,4.0,1.5,0,5,22,104,24
gma-miR4413a,121,128,4.50390625,4.5,2.5,0,0,3,100,28
gma-miR5777,121,124,4.387096774193548,4.5,2.5,0,0,6,102,22
hvu-miR5049a,121,124,4.326612903225806,4.5,2.0,0,1,6,108,16
mtr-miR7700-5p,121,124,4.495967741935484,4.5,3.0,0,0,2,108,16
pta-miR156b,121,124,4.32258064516129,4.5,1.5,0,2,10,110,14
ptc-miR6479,121,124,4.399193548387097,4.5,3.0,0,0,4,100,24
sly-miR9473-3p,121,124,4.495967741935484,4.5,3.0,0,0,1,99,25
stu-miR167b-3p,121,124,4.459677419354839,4.5,2.5,0,0,4,100,24
stu-miR8024a-3p,121,124,3.995967741935484,4.0,2.0,0,2,26,119,5
stu-miR8024b,121,124,3.995967741935484,4.0,2.0,0,2,26,119,5
tae-miR9655-3p,121,124,4.415322580645161,4.5,2.5,0,0,4,102,22
aly-miR3440-3p,121,123,4.361788617886178,4.5,2.5,0,0,7,98,25
aqu-miR-2015-5p,121,123,4.491869918699187,4.5,1.5,0,2,2,101,22
ath-miR5644,121,123,4.544715447154472,4.5,2.5,0,0,1,110,13
csi-miR172b,121,123,4.2560975609756095,4.5,1.5,0,4,10,102,21
gma-miR1536,121,123,4.384146341463414,4.5,2.0,0,1,5,89,34
mtr-miR5247,121,123,4.359756097560975,4.5,2.5,0,0,6,103,20
osa-miR419,121,123,4.485772357723577,4.5,2.5,0,0,4,96,27
osa-miR5489,121,123,4.416666666666667,4.5,2.5,0,0,3,97,26
osa-miR5501,121,123,4.349593495934959,4.5,2.0,0,1,10,97,26
tae-miR5049-3p,121,123,4.475609756097561,4.5,2.5,0,0,5,100,23
ata-miR408-5p,121,122,4.444672131147541,4.5,2.5,0,0,4,103,19
ath-miR778,121,122,4.512295081967213,4.5,2.5,0,0,3,109,13
cre-miR1142,121,122,4.536885245901639,4.5,3.0,0,0,2,108,14
gma-miR5372,121,122,4.424180327868853,4.5,2.5,0,0,4,96,26
ppt-miR1063a,121,122,4.315573770491803,4.5,1.5,0,1,7,102,20
ppt-miR1063b,121,122,4.315573770491803,4.5,1.5,0,1,7,102,20
ppt-miR1063c,121,122,4.315573770491803,4.5,1.5,0,1,7,102,20
ppt-miR1063d,121,122,4.315573770491803,4.5,1.5,0,1,7,102,20
ppt-miR1063e,121,122,4.315573770491803,4.5,1.5,0,1,7,102,20
ppt-miR1063f,121,122,4.315573770491803,4.5,1.5,0,1,7,102,20
ppt-miR1063g,121,122,4.315573770491803,4.5,1.5,0,1,7,102,20
ppt-miR1063h,121,122,4.315573770491803,4.5,1.5,0,1,7,102,20
ppt-miR1221-5p,121,122,4.346311475409836,4.5,2.0,0,2,4,107,15
aly-miR166e-5p,121,121,4.456611570247934,4.5,3.0,0,0,1,103,18
ath-miR166e-5p,121,121,4.456611570247934,4.5,3.0,0,0,1,103,18
gma-miR1513c,121,121,4.582644628099174,4.5,3.0,0,0,2,89,32
mtr-miR2666,121,121,4.31404958677686,4.5,2.5,0,0,5,102,19
mtr-miR5239,121,121,4.429752066115703,4.5,2.5,0,0,2,102,19
ppt-miR1023e-3p,121,121,4.533057851239669,4.5,3.0,0,0,1,100,21
ppt-miR1059,121,121,4.386363636363637,4.5,3.0,0,0,4,108,13
ptc-miR475d-3p,120,161,4.354037267080745,4.5,2.0,0,3,8,143,18
nta-miR477b,120,137,4.273722627737226,4.5,0.5,2,4,10,107,30
zma-miR156a-3p,120,131,4.366412213740458,4.5,2.5,0,0,9,103,28
aly-miR4246,120,127,4.149606299212598,4.0,2.0,0,1,17,118,9
sly-miR164a-3p,120,127,4.330708661417323,4.5,2.0,0,1,7,102,25
cme-miR167d,120,125,4.364,4.5,3.0,0,0,2,95,30
cme-miR167f,120,125,4.364,4.5,3.0,0,0,2,95,30
cme-miR172f,120,125,4.244,4.5,2.0,0,6,16,105,20
csi-miR167a,120,125,4.364,4.5,3.0,0,0,2,95,30
csi-miR167c,120,125,4.364,4.5,3.0,0,0,2,95,30
dpr-miR167c,120,125,4.364,4.5,3.0,0,0,2,95,30
gma-miR167c,120,125,4.364,4.5,3.0,0,0,2,95,30
gma-miR167j,120,125,4.364,4.5,3.0,0,0,2,95,30
gso-miR167a,120,125,4.364,4.5,3.0,0,0,2,95,30
lja-miR167,120,125,4.364,4.5,3.0,0,0,2,95,30
mes-miR167a,120,125,4.364,4.5,3.0,0,0,2,95,30
mtr-miR167b-5p,120,125,4.364,4.5,3.0,0,0,2,95,30
osa-miR167d-5p,120,125,4.364,4.5,3.0,0,0,2,95,30
osa-miR167e-5p,120,125,4.364,4.5,3.0,0,0,2,95,30
osa-miR167f,120,125,4.364,4.5,3.0,0,0,2,95,30
osa-miR167g,120,125,4.364,4.5,3.0,0,0,2,95,30
osa-miR167h-5p,120,125,4.364,4.5,3.0,0,0,2,95,30
osa-miR167i-5p,120,125,4.364,4.5,3.0,0,0,2,95,30
osa-miR167j,120,125,4.364,4.5,3.0,0,0,2,95,30
ptc-miR167e,120,125,4.364,4.5,3.0,0,0,2,95,30
sbi-miR167c,120,125,4.364,4.5,3.0,0,0,2,95,30
sbi-miR167d,120,125,4.364,4.5,3.0,0,0,2,95,30
sbi-miR167e,120,125,4.364,4.5,3.0,0,0,2,95,30
sbi-miR167f,120,125,4.364,4.5,3.0,0,0,2,95,30
sbi-miR167g,120,125,4.364,4.5,3.0,0,0,2,95,30
sbi-miR167h,120,125,4.364,4.5,3.0,0,0,2,95,30
sof-miR167a,120,125,4.364,4.5,3.0,0,0,2,95,30
sof-miR167b,120,125,4.364,4.5,3.0,0,0,2,95,30
ssp-miR167b,120,125,4.364,4.5,3.0,0,0,2,95,30
vvi-miR167a,120,125,4.364,4.5,3.0,0,0,2,95,30
zma-miR167e-5p,120,125,4.364,4.5,3.0,0,0,2,95,30
zma-miR167f-5p,120,125,4.364,4.5,3.0,0,0,2,95,30
zma-miR167g-5p,120,125,4.364,4.5,3.0,0,0,2,95,30
zma-miR167h-5p,120,125,4.364,4.5,3.0,0,0,2,95,30
zma-miR167i-5p,120,125,4.364,4.5,3.0,0,0,2,95,30
zma-miR167j-5p,120,125,4.364,4.5,3.0,0,0,2,95,30
zma-miR171a-5p,120,125,4.536,4.5,3.0,0,0,4,109,16
ata-miR528-5p,120,124,4.407258064516129,4.5,2.5,0,0,8,97,27
ath-miR447c-3p,120,124,4.225806451612903,4.5,2.5,0,0,9,90,34
bdi-miR528-5p,120,124,4.407258064516129,4.5,2.5,0,0,8,97,27
osa-miR528-5p,120,124,4.407258064516129,4.5,2.5,0,0,8,97,27
sbi-miR528,120,124,4.407258064516129,4.5,2.5,0,0,8,97,27
ssp-miR528,120,124,4.407258064516129,4.5,2.5,0,0,8,97,27
vvi-miR3625-5p,120,124,4.278225806451613,4.5,2.0,0,3,7,97,27
zma-miR528a-5p,120,124,4.407258064516129,4.5,2.5,0,0,8,97,27
zma-miR528b-5p,120,124,4.407258064516129,4.5,2.5,0,0,8,97,27
ath-miR407,120,123,4.378048780487805,4.5,3.0,0,0,6,74,49
bra-miR9557-5p,120,123,4.341463414634147,4.5,2.5,0,0,8,108,15
lja-miR7517,120,123,4.443089430894309,4.5,2.5,0,0,5,110,13
mdm-miR164a,120,123,4.199186991869919,4.5,1.0,1,4,12,101,22
mes-miR164d,120,123,4.170731707317073,4.5,1.0,1,4,12,101,22
mtr-miR164d,120,123,4.170731707317073,4.5,1.0,1,4,12,101,22
mtr-miR2623,120,123,4.4227642276422765,4.5,3.0,0,0,3,85,38
mtr-miR7696a-3p,120,123,4.308943089430894,4.5,2.5,0,0,6,94,29
mtr-miR7696b-3p,120,123,4.308943089430894,4.5,2.5,0,0,6,94,29
nta-miR164c,120,123,4.170731707317073,4.5,1.0,1,4,12,101,22
ptc-miR164f,120,123,4.170731707317073,4.5,1.0,1,4,12,101,22
rco-miR164d,120,123,4.170731707317073,4.5,1.0,1,4,12,101,22
sbi-miR821a,120,123,4.260162601626016,4.5,2.0,0,1,9,93,30
sbi-miR821c,120,123,4.260162601626016,4.5,2.0,0,1,9,93,30
stu-miR164-5p,120,123,4.170731707317073,4.5,1.0,1,4,12,101,22
tcc-miR164c,120,123,4.170731707317073,4.5,1.0,1,4,12,101,22
vvi-miR164b,120,123,4.170731707317073,4.5,1.0,1,4,12,101,22
ahy-miR3511-3p,120,122,4.413934426229508,4.5,2.5,0,0,5,97,25
aly-miR395b-5p,120,122,4.477459016393443,4.5,2.0,0,1,5,95,27
aly-miR395c-5p,120,122,4.477459016393443,4.5,2.0,0,1,5,95,27
aly-miR773b-5p,120,122,4.352459016393443,4.5,2.5,0,0,7,77,45
ata-miR171c-5p,120,122,4.569672131147541,4.5,3.0,0,0,4,115,7
bdi-miR171c-5p,120,122,4.569672131147541,4.5,3.0,0,0,4,115,7
cca-miR6106-5p,120,122,4.516393442622951,4.5,3.5,0,0,0,111,11
cre-miR1153-5p.2,120,122,4.409836065573771,4.5,2.0,0,1,5,103,19
gma-miR393b,120,122,4.524590163934426,4.5,3.0,0,0,1,105,17
gma-miR4411,120,122,4.229508196721311,4.5,2.0,0,1,8,100,22
mdm-miR482d,120,122,4.401639344262295,4.5,2.5,0,0,5,102,20
mtr-miR2592bq-3p,120,122,4.344262295081967,4.5,2.5,0,0,8,102,20
mtr-miR2592s-3p,120,122,4.344262295081967,4.5,2.5,0,0,8,102,20
mtr-miR393b-3p,120,122,4.524590163934426,4.5,3.0,0,0,1,105,17
stu-miR8044-3p,120,122,4.426229508196721,4.5,2.0,0,1,4,100,22
vvi-miR3629a-3p,120,122,4.459016393442623,4.5,2.5,0,0,5,95,27
vvi-miR3629b,120,122,4.459016393442623,4.5,2.5,0,0,5,95,27
vvi-miR3629c,120,122,4.459016393442623,4.5,2.5,0,0,5,95,27
aly-miR859-3p,120,121,4.466942148760331,4.5,2.5,0,0,5,90,31
ata-miR1432-5p,120,121,4.450413223140496,4.5,2.0,0,1,3,96,25
ata-miR395e-5p,120,121,4.378099173553719,4.5,2.5,0,0,7,106,15
gma-miR2119,120,121,4.206611570247934,4.5,2.0,0,1,8,107,14
mtr-miR2606a,120,121,4.43801652892562,4.5,2.5,0,0,6,105,16
mtr-miR2606b,120,121,4.43801652892562,4.5,2.5,0,0,6,105,16
pvu-miR2119,120,121,4.206611570247934,4.5,2.0,0,1,8,107,14
ahy-miR156c,120,120,4.145833333333333,4.5,0.0,7,7,15,101,19
far-miR156b,120,120,4.145833333333333,4.5,0.0,7,7,15,101,19
gra-miR8701,120,120,4.425,4.5,2.5,0,0,8,103,17
mdm-miR156t,120,120,4.145833333333333,4.5,0.0,7,7,15,101,19
mdm-miR156u,120,120,4.145833333333333,4.5,0.0,7,7,15,101,19
mdm-miR156v,120,120,4.145833333333333,4.5,0.0,7,7,15,101,19
mdm-miR156w,120,120,4.145833333333333,4.5,0.0,7,7,15,101,19
mtr-miR2592a.2-3p,120,120,4.154166666666667,4.5,2.0,0,3,11,106,14
mtr-miR2592an,120,120,4.154166666666667,4.5,2.0,0,3,11,106,14
mtr-miR2592ao,120,120,4.154166666666667,4.5,2.0,0,3,11,106,14
mtr-miR2592b-3p,120,120,4.154166666666667,4.5,2.0,0,3,11,106,14
mtr-miR2592bo-3p,120,120,4.154166666666667,4.5,2.0,0,3,11,106,14
mtr-miR2592bp-5p,120,120,4.154166666666667,4.5,2.0,0,3,11,106,14
mtr-miR2592br-3p,120,120,4.154166666666667,4.5,2.0,0,3,11,106,14
mtr-miR2592c,120,120,4.154166666666667,4.5,2.0,0,3,11,106,14
mtr-miR2592d-3p,120,120,4.154166666666667,4.5,2.0,0,3,11,106,14
mtr-miR2592e-3p,120,120,4.154166666666667,4.5,2.0,0,3,11,106,14
mtr-miR2592f,120,120,4.154166666666667,4.5,2.0,0,3,11,106,14
mtr-miR2592g,120,120,4.154166666666667,4.5,2.0,0,3,11,106,14
mtr-miR2592h,120,120,4.154166666666667,4.5,2.0,0,3,11,106,14
mtr-miR2592i,120,120,4.154166666666667,4.5,2.0,0,3,11,106,14
mtr-miR2592j,120,120,4.154166666666667,4.5,2.0,0,3,11,106,14
mtr-miR2592k,120,120,4.154166666666667,4.5,2.0,0,3,11,106,14
mtr-miR2592l,120,120,4.154166666666667,4.5,2.0,0,3,11,106,14
mtr-miR2592m,120,120,4.154166666666667,4.5,2.0,0,3,11,106,14
mtr-miR2592n,120,120,4.154166666666667,4.5,2.0,0,3,11,106,14
mtr-miR2592o-3p,120,120,4.154166666666667,4.5,2.0,0,3,11,106,14
mtr-miR2592p,120,120,4.154166666666667,4.5,2.0,0,3,11,106,14
mtr-miR2592q-3p,120,120,4.154166666666667,4.5,2.0,0,3,11,106,14
mtr-miR2592r,120,120,4.154166666666667,4.5,2.0,0,3,11,106,14
stu-miR396-3p,120,120,4.341666666666667,4.5,2.5,0,0,11,101,19
sly-miR319c-5p,119,135,4.377777777777778,4.5,2.5,0,0,5,104,31
hme-miR-2763,119,129,4.22093023255814,4.5,2.5,0,0,13,109,20
bdi-miR7745-3p,119,126,4.222222222222222,4.5,2.0,0,1,16,109,17
hme-miR-71,119,126,4.246031746031746,4.5,1.5,0,2,12,108,18
aly-miR844-5p,119,124,4.44758064516129,4.5,3.0,0,0,6,101,23
hme-miR-13a,119,124,4.467741935483871,4.5,2.5,0,0,5,101,23
osa-miR535-3p,119,124,4.395161290322581,4.5,1.5,0,1,7,97,27
ptc-miR6442,119,124,4.532258064516129,4.5,3.5,0,0,0,107,17
ptc-miR7841,119,124,4.342741935483871,4.5,2.5,0,0,5,113,11
tae-miR9776,119,124,4.443548387096774,4.5,2.5,0,0,4,101,23
aly-miR163-3p.2,119,123,4.5,4.5,3.0,0,0,3,104,19
aly-miR861-5p,119,123,4.2926829268292686,4.5,2.5,0,0,9,97,26
gma-miR159b-3p,119,123,4.333333333333333,4.5,0.0,1,1,8,107,16
mtr-miR159b,119,123,4.333333333333333,4.5,0.0,1,1,8,107,16
osa-miR417,119,123,4.300813008130081,4.5,2.0,0,1,4,104,19
sbi-miR169d-3p,119,123,4.560975609756097,4.5,3.0,0,0,3,106,17
osa-miR418,119,122,4.434426229508197,4.5,2.5,0,0,4,103,19
rgl-miR7797b,119,122,4.278688524590164,4.5,2.5,0,0,5,86,36
sbi-miR5568f-5p,119,122,4.377049180327869,4.5,3.0,0,0,6,90,32
tae-miR5086,119,122,4.262295081967213,4.5,1.5,0,2,12,101,21
ahy-miR3511-5p,119,121,4.396694214876033,4.5,2.0,0,1,9,101,20
ata-miR396e-3p,119,121,4.301652892561983,4.5,1.5,0,1,7,95,26
ata-miR9674b-5p,119,121,4.429752066115703,4.5,2.5,0,0,3,104,17
bdi-miR396c-3p,119,121,4.301652892561983,4.5,1.5,0,1,7,95,26
bdi-miR396d-3p,119,121,4.301652892561983,4.5,1.5,0,1,7,95,26
hvu-miR169,119,121,4.479338842975206,4.5,2.0,0,1,6,91,30
pde-miR951,119,121,4.4152892561983474,4.5,2.0,0,1,9,89,32
pta-miR951,119,121,4.4152892561983474,4.5,2.0,0,1,9,89,32
ptc-miR6468-5p,119,121,4.43801652892562,4.5,2.5,0,0,3,107,14
zma-miR396a-3p,119,121,4.301652892561983,4.5,1.5,0,1,7,95,26
zma-miR396b-3p,119,121,4.301652892561983,4.5,1.5,0,1,7,95,26
ath-miR418,119,120,4.4875,4.5,3.0,0,0,1,106,14
bdi-miR398b,119,120,4.320833333333334,4.5,3.0,0,0,1,98,22
bna-miR6034,119,120,4.429166666666666,4.5,3.0,0,0,3,89,31
cme-miR164b,119,120,4.258333333333334,4.5,1.5,0,3,10,96,24
gma-miR171c-3p,119,120,4.383333333333334,4.5,1.5,0,1,9,95,25
gma-miR171o-3p,119,120,4.383333333333334,4.5,1.5,0,1,9,95,25
gma-miR171q,119,120,4.383333333333334,4.5,1.5,0,1,9,95,25
gra-miR8647,119,120,4.439583333333333,4.5,3.0,0,0,1,97,23
hme-miR-278,119,120,4.291666666666667,4.5,2.0,0,2,8,105,15
hvu-miR5053,119,120,4.666666666666667,5.0,3.0,0,0,2,92,28
mdm-miR171m,119,120,4.383333333333334,4.5,1.5,0,1,9,95,25
mdm-miR171n,119,120,4.383333333333334,4.5,1.5,0,1,9,95,25
mtr-miR5228,119,120,4.308333333333334,4.5,2.5,0,0,11,77,43
osa-miR5521,119,120,4.4375,4.5,3.0,0,0,2,101,19
zma-miR164a-3p,119,120,4.172916666666667,4.0,2.0,0,1,9,103,17
zma-miR171f-3p,119,120,4.383333333333334,4.5,1.5,0,1,9,95,25
aly-miR394b-3p,119,119,4.512605042016807,4.5,2.0,0,1,7,94,25
esi-miR3462-3p,119,119,4.508403361344538,4.5,3.0,0,0,3,104,15
gma-miR5038a,119,119,4.264705882352941,4.5,3.0,0,0,3,95,24
gma-miR5038b,119,119,4.264705882352941,4.5,3.0,0,0,3,95,24
mtr-miR5748,119,119,4.46218487394958,4.5,3.0,0,0,3,102,17
nta-miR6155,119,119,4.439075630252101,4.5,2.5,0,0,3,103,16
ppt-miR529a,119,119,4.298319327731092,4.5,1.0,2,3,11,103,16
ppt-miR529b,119,119,4.298319327731092,4.5,1.0,2,3,11,103,16
ppt-miR529c,119,119,4.298319327731092,4.5,1.0,2,3,11,103,16
vvi-miR3624-5p,119,119,4.464285714285714,4.5,3.5,0,0,0,95,24
ghr-miR482a,118,130,4.073076923076923,4.0,2.0,0,2,21,102,28
sly-miR482e-3p,118,130,4.073076923076923,4.0,2.0,0,2,21,102,28
sly-miR6027-5p,118,127,4.326771653543307,4.5,2.5,0,0,9,102,25
aly-miR844-3p,118,126,4.341269841269841,4.5,2.0,0,1,5,100,26
osa-miR156f-3p,118,126,4.242063492063492,4.5,2.5,0,0,17,101,25
osa-miR156h-3p,118,126,4.242063492063492,4.5,2.5,0,0,17,101,25
osa-miR156l-3p,118,126,4.242063492063492,4.5,2.5,0,0,17,101,25
zma-miR156d-3p,118,126,4.242063492063492,4.5,2.5,0,0,17,101,25
zma-miR156f-3p,118,126,4.242063492063492,4.5,2.5,0,0,17,101,25
zma-miR156g-3p,118,126,4.242063492063492,4.5,2.5,0,0,17,101,25
gma-miR1510a-3p,118,124,4.096774193548387,4.0,1.5,0,6,18,79,45
gma-miR1516d,118,124,4.44758064516129,4.5,3.0,0,0,1,96,28
gma-miR4415a-5p,118,124,4.346774193548387,4.5,2.5,0,0,6,100,24
bdi-miR5055,118,123,4.4227642276422765,4.5,2.5,0,0,2,104,19
bra-miR408-3p,118,123,4.369918699186992,4.5,2.0,0,3,7,75,48
mtr-miR2664a,118,123,4.428861788617886,4.5,2.5,0,0,4,109,14
mtr-miR2664b,118,123,4.428861788617886,4.5,2.5,0,0,4,109,14
mtr-miR5226,118,123,4.264227642276423,4.5,2.5,0,0,9,95,28
vvi-miR3629a-5p,118,123,4.219512195121951,4.5,2.0,0,1,8,107,16
gma-miR159f-3p,118,122,4.327868852459017,4.5,0.0,1,1,8,106,16
hme-miR-927,118,122,4.409836065573771,4.5,2.5,0,0,4,90,32
lja-miR7539,118,122,4.360655737704918,4.5,2.5,0,0,8,105,17
aly-miR838-5p,118,121,4.3429752066115705,4.5,2.5,0,0,5,91,30
aly-miR840-3p,118,121,4.3347107438016526,4.5,2.5,0,0,6,90,31
gra-miR8695,118,121,4.5,4.5,2.0,0,1,5,92,29
gra-miR8764,118,121,4.545454545454546,4.5,3.0,0,0,2,95,26
hme-let-7,118,121,4.359504132231405,4.5,2.5,0,0,5,101,20
pde-miR1312,118,121,4.163223140495868,4.5,1.5,0,3,12,95,26
pta-miR1312,118,121,4.163223140495868,4.5,1.5,0,3,12,95,26
aly-miR390a-5p,118,120,4.341666666666667,4.5,2.0,0,1,12,104,16
aly-miR390b-5p,118,120,4.341666666666667,4.5,2.0,0,1,12,104,16
aly-miR823-3p,118,120,4.333333333333333,4.5,2.5,0,0,7,96,24
ata-miR390-5p,118,120,4.341666666666667,4.5,2.0,0,1,12,104,16
ath-miR390a-5p,118,120,4.341666666666667,4.5,2.0,0,1,12,104,16
ath-miR390b-5p,118,120,4.341666666666667,4.5,2.0,0,1,12,104,16
bdi-miR390a-5p,118,120,4.341666666666667,4.5,2.0,0,1,12,104,16
bna-miR390a,118,120,4.341666666666667,4.5,2.0,0,1,12,104,16
bna-miR390b,118,120,4.341666666666667,4.5,2.0,0,1,12,104,16
bna-miR390c,118,120,4.341666666666667,4.5,2.0,0,1,12,104,16
bol-miR9408,118,120,4.339583333333334,4.5,2.5,0,0,9,72,48
bra-miR390-5p,118,120,4.341666666666667,4.5,2.0,0,1,12,104,16
