Gene_ID	Metabolite_Category	Description	SwissProt_Hit	NR_Hit	GOs	KEGG_Pathway
CcGene_24734	Glycosyltransferase	xyloglucan glycosyltransferase 6	sp|Q9SRT3|CSLC6_ARATH	XP_017255728.1	GO:0000003,GO:0003006,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005794,GO:0005802,GO:0008150,GO:0009856,GO:0012505,GO:0022414,GO:0031410,GO:0031982,GO:0031984,GO:0032501,GO:0032502,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0044706,GO:0048856,GO:0048868,GO:0051704,GO:0097708,GO:0098791	-
CcGene_24768	Glycosyltransferase	Belongs to the glycosyltransferase 8 family	sp|Q9M8J2|GATL4_ARATH	XP_017227237.1	-	-
CcGene_24772	Glycosyltransferase	Belongs to the glycosyltransferase 1 family	sp|O04933|SPSA2_CRAPL	KAL1808272.1	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0008194,GO:0012505,GO:0016740,GO:0016757,GO:0016758,GO:0035251,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0046524,GO:0046527	ko00500,ko01100,map00500,map01100
CcGene_24797	Cytochrome P450	cytochrome P450	sp|Q9FIB0|C78A7_ARATH	KAK1403763.1	GO:0003674,GO:0003824,GO:0004497,GO:0005575,GO:0008150,GO:0008152,GO:0009058,GO:0016020,GO:0016491,GO:0016705,GO:0016709,GO:0019748,GO:0022603,GO:0040034,GO:0044550,GO:0050789,GO:0050793,GO:0055114,GO:0065007,GO:0090709,GO:1905428	-
CcGene_24860	Glycosyltransferase	Belongs to the UDP-glycosyltransferase family	sp|A0A0K0PVM5|UGT11_PANGI	XP_017250139.1	GO:0001101,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006066,GO:0006082,GO:0006629,GO:0006714,GO:0006720,GO:0006721,GO:0006950,GO:0008150,GO:0008152,GO:0008194,GO:0009414,GO:0009415,GO:0009628,GO:0009687,GO:0009819,GO:0009987,GO:0010029,GO:0010030,GO:0010035,GO:0010294,GO:0016740,GO:0016757,GO:0016758,GO:0019752,GO:0032787,GO:0035251,GO:0042221,GO:0042592,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043288,GO:0043436,GO:0044237,GO:0044238,GO:0044255,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046527,GO:0048518,GO:0048580,GO:0048582,GO:0048878,GO:0050789,GO:0050793,GO:0050801,GO:0050896,GO:0051094,GO:0051239,GO:0051240,GO:0055081,GO:0055088,GO:0065007,GO:0065008,GO:0071704,GO:0080043,GO:0080044,GO:0080045,GO:1900140,GO:1901615,GO:1901700,GO:1902265,GO:1902644,GO:2000026	-
CcGene_24861	Glycosyltransferase	Belongs to the UDP-glycosyltransferase family	sp|A0A0K0PVM5|UGT11_PANGI	XP_017249463.1	GO:0001101,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006066,GO:0006082,GO:0006629,GO:0006714,GO:0006720,GO:0006721,GO:0006950,GO:0008150,GO:0008152,GO:0008194,GO:0009414,GO:0009415,GO:0009628,GO:0009687,GO:0009819,GO:0009987,GO:0010029,GO:0010030,GO:0010035,GO:0010294,GO:0016740,GO:0016757,GO:0016758,GO:0019752,GO:0032787,GO:0035251,GO:0042221,GO:0042592,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043288,GO:0043436,GO:0044237,GO:0044238,GO:0044255,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046527,GO:0048518,GO:0048580,GO:0048582,GO:0048878,GO:0050789,GO:0050793,GO:0050801,GO:0050896,GO:0051094,GO:0051239,GO:0051240,GO:0055081,GO:0055088,GO:0065007,GO:0065008,GO:0071704,GO:0080043,GO:0080044,GO:0080045,GO:1900140,GO:1901615,GO:1901700,GO:1902265,GO:1902644,GO:2000026	-
CcGene_25321	Glycosyltransferase	Belongs to the glycosyltransferase 1 family	sp|O04933|SPSA2_CRAPL	KAL1808272.1	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0008194,GO:0012505,GO:0016740,GO:0016757,GO:0016758,GO:0035251,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0046524,GO:0046527	ko00500,ko01100,map00500,map01100
CcGene_25355	Glycosyltransferase	Belongs to the glycosyltransferase 8 family	sp|Q949Q1|GAUTB_ARATH	XP_017236427.1	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0008150,GO:0008152,GO:0008194,GO:0009058,GO:0009987,GO:0010191,GO:0010192,GO:0012505,GO:0016740,GO:0016757,GO:0016758,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044249,GO:0044424,GO:0044444,GO:0044464,GO:0047262	ko00520,map00520
CcGene_25372	Cytochrome P450	cytochrome P450	sp|Q42600|C84A1_ARATH	XP_074376092.1	GO:0003674,GO:0003824,GO:0004497,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0006725,GO:0008150,GO:0008152,GO:0009058,GO:0009314,GO:0009411,GO:0009416,GO:0009628,GO:0009698,GO:0009699,GO:0009808,GO:0009809,GO:0009987,GO:0010224,GO:0012505,GO:0016020,GO:0016491,GO:0016705,GO:0016709,GO:0019438,GO:0019748,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044249,GO:0044424,GO:0044444,GO:0044464,GO:0044550,GO:0050896,GO:0055114,GO:0071704,GO:1901360,GO:1901362,GO:1901576	ko00940,ko01100,ko01110,map00940,map01100,map01110
CcGene_25554	Glycosyltransferase	Belongs to the glycosyltransferase 2 family. Plant cellulose synthase subfamily	sp|Q84ZN6|CESA8_ORYSJ	KAK6162984.1	GO:0000271,GO:0000278,GO:0000281,GO:0000910,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005794,GO:0005802,GO:0005886,GO:0005911,GO:0005975,GO:0005976,GO:0006073,GO:0006950,GO:0006952,GO:0007049,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009250,GO:0009506,GO:0009832,GO:0009833,GO:0009834,GO:0009987,GO:0012505,GO:0016020,GO:0016051,GO:0016740,GO:0016757,GO:0016758,GO:0016759,GO:0022402,GO:0030054,GO:0030243,GO:0030244,GO:0031410,GO:0031982,GO:0031984,GO:0033692,GO:0034637,GO:0034645,GO:0042546,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044042,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044262,GO:0044264,GO:0044422,GO:0044424,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0046527,GO:0050896,GO:0051273,GO:0051274,GO:0051301,GO:0055044,GO:0061640,GO:0071554,GO:0071669,GO:0071704,GO:0071840,GO:0071944,GO:0097708,GO:0098791,GO:1901576,GO:1903047	-
CcGene_25595	Cytochrome P450	Cytochrome p450	sp|O81117|C94A1_VICSA	KAL1816745.1	-	ko00073,map00073
CcGene_25596	Cytochrome P450	Cytochrome p450	sp|P98188|C94A2_VICSA	XP_017251741.1	-	ko00073,map00073
CcGene_25798	Glycosyltransferase	UDP-Glycosyltransferase	sp|Q6VAB3|U85A8_STERE	KAL1802058.1	-	-
CcGene_25814	Cytochrome P450	Cytochrome p450	sp|A0A1D6F9Y9|C92C6_MAIZE	XP_074361635.1	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0012505,GO:0016020,GO:0031090,GO:0031984,GO:0042175,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0098827	ko00905,ko01100,ko01110,map00905,map01100,map01110
CcGene_25815	Cytochrome P450	Cytochrome p450	sp|A0A1D6F9Y9|C92C6_MAIZE	XP_017251230.1	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0012505,GO:0016020,GO:0031090,GO:0031984,GO:0042175,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0098827	ko00905,ko01100,ko01110,map00905,map01100,map01110
CcGene_25816	Cytochrome P450	Cytochrome p450	sp|A0A1D6F9Y9|C92C6_MAIZE	XP_063949645.1	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0012505,GO:0016020,GO:0031090,GO:0031984,GO:0042175,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0098827	ko00905,ko01100,ko01110,map00905,map01100,map01110
CcGene_25897	Glycosyltransferase	UDP-Glycosyltransferase	sp|Q9C768|U76B1_ARATH	XP_017218370.1	GO:0003674,GO:0003824,GO:0008194,GO:0016740,GO:0016757,GO:0016758,GO:0035251,GO:0046527,GO:0047254	ko00140,ko00380,ko00402,ko00830,ko00908,ko00980,ko01100,ko01110,ko04913,ko05204,map00140,map00380,map00402,map00830,map00908,map00980,map01100,map01110,map04913,map05204
CcGene_26025	Cytochrome P450	Belongs to the cytochrome P450 family	sp|Q94IA6|C90D1_ARATH	XP_017249841.1	GO:0000003,GO:0003006,GO:0003674,GO:0003824,GO:0004497,GO:0006629,GO:0006694,GO:0007275,GO:0008150,GO:0008152,GO:0008202,GO:0008610,GO:0009058,GO:0009791,GO:0009908,GO:0010268,GO:0010817,GO:0016125,GO:0016128,GO:0016129,GO:0016131,GO:0016132,GO:0016491,GO:0016705,GO:0016709,GO:0022414,GO:0032501,GO:0032502,GO:0042445,GO:0042446,GO:0042592,GO:0044238,GO:0048366,GO:0048367,GO:0048437,GO:0048438,GO:0048441,GO:0048443,GO:0048465,GO:0048466,GO:0048608,GO:0048731,GO:0048827,GO:0048856,GO:0048878,GO:0055088,GO:0055114,GO:0061458,GO:0065007,GO:0065008,GO:0071704,GO:0090567,GO:0099402,GO:1901360,GO:1901362,GO:1901576,GO:1901615,GO:1901617	ko00905,ko01100,ko01110,map00905,map01100,map01110
CcGene_26130	Glycosyltransferase	Belongs to the glycosyltransferase 31 family	sp|Q6NQB7|B3GT7_ARATH	KAK1405222.1	-	-
CcGene_26255	Glycosyltransferase	glycosyltransferase family 14 protein core-2 I-branching enzyme family protein	sp|Q9FLD7|GT14A_ARATH	XP_017227401.1	GO:0006029,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009100,GO:0009101,GO:0009987,GO:0015012,GO:0019538,GO:0030166,GO:0030201,GO:0034645,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0050650,GO:0050654,GO:0071704,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576	-
CcGene_26268	Acyltransferase	diacylglycerol O-acyltransferase	sp|K7K424|DAT2D_SOYBN	KAL1833097.1	GO:0003674,GO:0003824,GO:0004144,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0005811,GO:0006629,GO:0006638,GO:0006639,GO:0006641,GO:0006996,GO:0008150,GO:0008152,GO:0008374,GO:0008610,GO:0009058,GO:0009987,GO:0012505,GO:0016020,GO:0016043,GO:0016411,GO:0016740,GO:0016746,GO:0016747,GO:0019432,GO:0031984,GO:0034389,GO:0042175,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0045017,GO:0046460,GO:0046463,GO:0046486,GO:0071704,GO:0071840,GO:0098827,GO:1901576	ko00561,ko04975,map00561,map04975
CcGene_26502	Glycosyltransferase	Belongs to the UDP-glycosyltransferase family	sp|Q9ZSK5|ZOG_PHALU	XP_074367276.1	GO:0000003,GO:0003006,GO:0003674,GO:0003824,GO:0006464,GO:0006486,GO:0006725,GO:0006807,GO:0007275,GO:0008150,GO:0008152,GO:0008194,GO:0009058,GO:0009059,GO:0009100,GO:0009101,GO:0009308,GO:0009653,GO:0009690,GO:0009791,GO:0009888,GO:0009889,GO:0009908,GO:0009965,GO:0009987,GO:0010015,GO:0010016,GO:0010073,GO:0010075,GO:0010083,GO:0010154,GO:0010380,GO:0010817,GO:0016740,GO:0016757,GO:0016758,GO:0016763,GO:0019222,GO:0019538,GO:0022414,GO:0022622,GO:0031323,GO:0031326,GO:0032501,GO:0032502,GO:0034645,GO:0034754,GO:0035251,GO:0035252,GO:0036211,GO:0040008,GO:0042285,GO:0042445,GO:0043170,GO:0043412,GO:0043413,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0045926,GO:0046483,GO:0046527,GO:0048316,GO:0048364,GO:0048366,GO:0048367,GO:0048439,GO:0048507,GO:0048509,GO:0048519,GO:0048608,GO:0048638,GO:0048731,GO:0048827,GO:0048831,GO:0048856,GO:0050403,GO:0050404,GO:0050789,GO:0050793,GO:0050794,GO:0051171,GO:0051193,GO:0051239,GO:0061458,GO:0065007,GO:0065008,GO:0070085,GO:0071704,GO:0090056,GO:0090567,GO:0090698,GO:0099402,GO:1901135,GO:1901137,GO:1901401,GO:1901463,GO:1901564,GO:1901566,GO:1901576,GO:1905392,GO:1905613,GO:2000026	ko00908,ko01110,map00908,map01110
CcGene_26552	Cytochrome P450	cytochrome P450	sp|O22203|C98A3_ARATH	ANO53926.1	GO:0003674,GO:0003824,GO:0004497,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005783,GO:0005886,GO:0006725,GO:0008150,GO:0008152,GO:0009058,GO:0009698,GO:0009699,GO:0009804,GO:0009805,GO:0009808,GO:0009809,GO:0009812,GO:0009813,GO:0009987,GO:0012505,GO:0016020,GO:0016491,GO:0016705,GO:0016709,GO:0018130,GO:0019438,GO:0019748,GO:0042802,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044249,GO:0044424,GO:0044444,GO:0044464,GO:0044550,GO:0046409,GO:0046483,GO:0055114,GO:0071704,GO:0071944,GO:1901360,GO:1901362,GO:1901576	ko00940,ko00941,ko00945,ko01100,ko01110,map00940,map00941,map00945,map01100,map01110
CcGene_26608	Glycosyltransferase	UDP-glycosyltransferase 76E2-like	sp|U3UA11|UGT7_CATRO	XP_074357024.1	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0008194,GO:0016740,GO:0016757,GO:0016758,GO:0035251,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0046527,GO:0047254,GO:0080043,GO:0080044	ko00140,ko00380,ko00402,ko00830,ko00908,ko00980,ko01100,ko01110,ko04913,ko05204,map00140,map00380,map00402,map00830,map00908,map00980,map01100,map01110,map04913,map05204
CcGene_27051	Glycosyltransferase	UDP-glycosyltransferase 83A1-like	sp|Q9SGA8|U83A1_ARATH	XP_017239774.1	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0008194,GO:0016740,GO:0016757,GO:0016758,GO:0035251,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0046527,GO:0080043,GO:0080044	-
CcGene_27058	Glycosyltransferase	Belongs to the glycosyltransferase 8 family	sp|Q8GWT1|GAUTE_ARATH	XP_017242632.1	GO:0000003,GO:0000271,GO:0000902,GO:0000904,GO:0003006,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0005975,GO:0005976,GO:0007275,GO:0008150,GO:0008152,GO:0008194,GO:0009058,GO:0009059,GO:0009555,GO:0009653,GO:0009664,GO:0009826,GO:0009832,GO:0009856,GO:0009860,GO:0009932,GO:0009987,GO:0010383,GO:0010393,GO:0012505,GO:0016043,GO:0016049,GO:0016051,GO:0016740,GO:0016757,GO:0016758,GO:0017144,GO:0022414,GO:0030154,GO:0032501,GO:0032502,GO:0032989,GO:0033692,GO:0034637,GO:0034645,GO:0040007,GO:0042546,GO:0042995,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044262,GO:0044264,GO:0044424,GO:0044444,GO:0044464,GO:0044706,GO:0045229,GO:0045488,GO:0045489,GO:0047262,GO:0048229,GO:0048468,GO:0048588,GO:0048589,GO:0048856,GO:0048868,GO:0048869,GO:0051704,GO:0052325,GO:0052546,GO:0060560,GO:0070589,GO:0070592,GO:0071554,GO:0071555,GO:0071669,GO:0071704,GO:0071840,GO:0090406,GO:0120025,GO:1901576	ko00520,map00520
CcGene_27085	Terpene Synthase	Sesquiterpene synthase	sp|H9L9E5|COP_ELETR	AZL40027.1	GO:0003674,GO:0003824,GO:0006629,GO:0006644,GO:0006720,GO:0006721,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008299,GO:0008610,GO:0009058,GO:0009987,GO:0010333,GO:0010334,GO:0016829,GO:0016835,GO:0016838,GO:0019637,GO:0042214,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0045338,GO:0046246,GO:0047461,GO:0051761,GO:0051762,GO:0071704,GO:1901360,GO:1901362,GO:1901576,GO:1901926,GO:1901928	ko00909,ko01100,ko01110,map00909,map01100,map01110
CcGene_27113	Glycosyltransferase	Belongs to the glycosyltransferase 8 family	sp|Q9LE59|GAUT1_ARATH	XP_017247665.1	GO:0000271,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005794,GO:0005802,GO:0005975,GO:0005976,GO:0008150,GO:0008152,GO:0008194,GO:0009058,GO:0009059,GO:0009664,GO:0009832,GO:0009987,GO:0010289,GO:0010383,GO:0010393,GO:0010394,GO:0012505,GO:0016043,GO:0016051,GO:0016740,GO:0016757,GO:0016758,GO:0017144,GO:0031410,GO:0031982,GO:0031984,GO:0033692,GO:0034637,GO:0034645,GO:0042546,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044262,GO:0044264,GO:0044422,GO:0044424,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0045229,GO:0045488,GO:0045489,GO:0047262,GO:0052325,GO:0052546,GO:0070589,GO:0070592,GO:0071554,GO:0071555,GO:0071669,GO:0071704,GO:0071840,GO:0097708,GO:0098791,GO:1901576	ko00520,map00520
CcGene_27121	Cytochrome P450	Cytochrome p450	sp|C0SJS4|C71AJ_APIGR	AKJ23351.1	-	ko00140,ko00380,ko00590,ko00591,ko00830,ko00980,ko01100,ko04212,ko04726,ko04750,ko04913,ko05204,map00140,map00380,map00590,map00591,map00830,map00980,map01100,map04212,map04726,map04750,map04913,map05204
CcGene_27250	Cytochrome P450	Belongs to the cytochrome P450 family	sp|Q6XQ14|C71E7_MANES	XP_017214929.1	-	-
CcGene_27271	Cytochrome P450	Cytochrome p450	sp|P37122|C76A2_SOLME	XP_017246629.1	-	-
CcGene_27309	Cytochrome P450	Belongs to the cytochrome P450 family	sp|P0DKI2|C76AN_BETVU	KAK1372090.1	GO:0003674,GO:0003824,GO:0004497,GO:0005575,GO:0008150,GO:0008152,GO:0009058,GO:0016020,GO:0016491,GO:0016705,GO:0016709,GO:0019748,GO:0044550,GO:0055114	-
CcGene_27549	Cytochrome P450	cytochrome P450	sp|H2DH17|C7A22_PANGI	XP_063938315.1	-	ko00905,map00905
CcGene_27774	Glycosyltransferase	Belongs to the UDP-glycosyltransferase family	sp|Q8RXA5|CZOG2_MAIZE	XP_074367276.1	GO:0000003,GO:0003006,GO:0003674,GO:0003824,GO:0006464,GO:0006486,GO:0006725,GO:0006807,GO:0007275,GO:0008150,GO:0008152,GO:0008194,GO:0009058,GO:0009059,GO:0009100,GO:0009101,GO:0009308,GO:0009653,GO:0009690,GO:0009791,GO:0009888,GO:0009889,GO:0009908,GO:0009965,GO:0009987,GO:0010015,GO:0010016,GO:0010073,GO:0010075,GO:0010083,GO:0010154,GO:0010380,GO:0010817,GO:0016740,GO:0016757,GO:0016758,GO:0016763,GO:0019222,GO:0019538,GO:0022414,GO:0022622,GO:0031323,GO:0031326,GO:0032501,GO:0032502,GO:0034645,GO:0034754,GO:0035251,GO:0035252,GO:0036211,GO:0040008,GO:0042285,GO:0042445,GO:0043170,GO:0043412,GO:0043413,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0045926,GO:0046483,GO:0046527,GO:0048316,GO:0048364,GO:0048366,GO:0048367,GO:0048439,GO:0048507,GO:0048509,GO:0048519,GO:0048608,GO:0048638,GO:0048731,GO:0048827,GO:0048831,GO:0048856,GO:0050403,GO:0050404,GO:0050789,GO:0050793,GO:0050794,GO:0051171,GO:0051193,GO:0051239,GO:0061458,GO:0065007,GO:0065008,GO:0070085,GO:0071704,GO:0090056,GO:0090567,GO:0090698,GO:0099402,GO:1901135,GO:1901137,GO:1901401,GO:1901463,GO:1901564,GO:1901566,GO:1901576,GO:1905392,GO:1905613,GO:2000026	ko00908,map00908
CcGene_28078	Glycosyltransferase	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit	sp|Q9FX21|STT3B_ARATH	XP_017242476.1	GO:0003674,GO:0003824,GO:0004576,GO:0004579,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0005886,GO:0006464,GO:0006486,GO:0006487,GO:0006807,GO:0008150,GO:0008152,GO:0008250,GO:0009058,GO:0009059,GO:0009100,GO:0009101,GO:0009987,GO:0012505,GO:0016020,GO:0016740,GO:0016757,GO:0016758,GO:0018193,GO:0018196,GO:0018279,GO:0019538,GO:0031984,GO:0032991,GO:0034645,GO:0036211,GO:0042175,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0043413,GO:0043687,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0070085,GO:0071704,GO:0071944,GO:0098796,GO:0098827,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576,GO:1902494,GO:1990234	ko00510,ko00513,ko01100,ko04141,map00510,map00513,map01100,map04141
CcGene_28178	Glycosyltransferase	Belongs to the UDP-glycosyltransferase family	sp|Q9SGA8|U83A1_ARATH	KAK1359977.1	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0008194,GO:0016740,GO:0016757,GO:0016758,GO:0035251,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0046527,GO:0080043,GO:0080044	-
CcGene_28255	Glycosyltransferase	STELLO glycosyltransferases	sp|Q9SCN0|STL2_ARATH	KAL1815196.1	GO:0000271,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005794,GO:0005802,GO:0005975,GO:0005976,GO:0006073,GO:0006109,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009250,GO:0009664,GO:0009832,GO:0009889,GO:0009987,GO:0010383,GO:0010556,GO:0010675,GO:0010962,GO:0010981,GO:0012505,GO:0016043,GO:0016051,GO:0019222,GO:0030243,GO:0030244,GO:0030312,GO:0031323,GO:0031326,GO:0031410,GO:0031982,GO:0031984,GO:0032881,GO:0032885,GO:0032950,GO:0032951,GO:0033692,GO:0034637,GO:0034645,GO:0042546,GO:0042802,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043255,GO:0044036,GO:0044038,GO:0044042,GO:0044085,GO:0044087,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044262,GO:0044264,GO:0044422,GO:0044424,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0045229,GO:0050789,GO:0050794,GO:0051128,GO:0051273,GO:0051274,GO:0052324,GO:0052541,GO:0060255,GO:0065007,GO:0070589,GO:0070592,GO:0071554,GO:0071555,GO:0071669,GO:0071704,GO:0071840,GO:0071944,GO:0080090,GO:0097708,GO:0098791,GO:1901576,GO:1903338,GO:2000112,GO:2001006,GO:2001009	-
CcGene_28395	Cytochrome P450	Cytochrome p450	sp|Q9LNJ4|C70A2_ARATH	KAL1828688.1	GO:0000003,GO:0002933,GO:0003006,GO:0003674,GO:0003824,GO:0004497,GO:0005575,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0006725,GO:0007275,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009555,GO:0009653,GO:0009719,GO:0009725,GO:0009733,GO:0009791,GO:0009908,GO:0009987,GO:0010033,GO:0010208,GO:0010584,GO:0010927,GO:0016020,GO:0016043,GO:0016053,GO:0016491,GO:0016705,GO:0016709,GO:0019438,GO:0019748,GO:0019752,GO:0022414,GO:0022607,GO:0030198,GO:0030258,GO:0032501,GO:0032502,GO:0032787,GO:0032989,GO:0042221,GO:0043062,GO:0043436,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044550,GO:0045229,GO:0046394,GO:0048229,GO:0048367,GO:0048437,GO:0048438,GO:0048443,GO:0048466,GO:0048608,GO:0048646,GO:0048653,GO:0048731,GO:0048827,GO:0048856,GO:0048869,GO:0050896,GO:0051791,GO:0051792,GO:0052722,GO:0055114,GO:0061458,GO:0071704,GO:0071840,GO:0072330,GO:0080110,GO:0085029,GO:0090567,GO:0099402,GO:1901576	-
CcGene_28455	Cytochrome P450	Cytochrome p450	sp|A0AA38FCW0|SECSY_TAXCH	KAL1823189.1	-	ko00830,ko01100,map00830,map01100
CcGene_28679	Cytochrome P450	Belongs to the cytochrome P450 family	sp|A0A0S2IHL2|C7A39_KALSE	XP_017248170.1	GO:0003674,GO:0003824,GO:0004497,GO:0006082,GO:0006629,GO:0006720,GO:0006721,GO:0006722,GO:0008150,GO:0008152,GO:0008299,GO:0008300,GO:0008610,GO:0009056,GO:0009058,GO:0009987,GO:0016042,GO:0016053,GO:0016104,GO:0016105,GO:0016114,GO:0016115,GO:0016491,GO:0016705,GO:0016709,GO:0017144,GO:0019741,GO:0019742,GO:0019745,GO:0019752,GO:0032787,GO:0042180,GO:0042181,GO:0042182,GO:0043436,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044249,GO:0044255,GO:0044281,GO:0044282,GO:0044283,GO:0046394,GO:0055114,GO:0071704,GO:0072330,GO:1901360,GO:1901361,GO:1901362,GO:1901575,GO:1901576,GO:1901615,GO:1901617,GO:1902381,GO:1902382,GO:1902384,GO:1902386	ko00908,ko01100,ko01110,ko04726,map00908,map01100,map01110,map04726
CcGene_28751	Cytochrome P450	Cytochrome p450	sp|H2DH18|C7A12_PANGI	KAL1824946.1	GO:0003674,GO:0003824,GO:0004497,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0008150,GO:0008152,GO:0009058,GO:0012505,GO:0016020,GO:0016491,GO:0016705,GO:0016709,GO:0019748,GO:0031090,GO:0031984,GO:0042175,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0044550,GO:0055114,GO:0098827	-
