id	gene_id	contig	start	end	strand	metabolite_category	description	gos	kegg_pathway
626	CcGene_01650	CcContig_128803	16759	32016	-	Secondary Metabolite	8851.1DNA polymerase zeta catalytic subunit isoform X1 [Daucus carota subsp. sativus]	GO:0000724, GO:0003676, GO:0003887, GO:0005634, GO:0016035, GO:0042276	Translesion synthesis by POLK; Translesion synthesis by REV1; Translesion synthesis by POLI
627	CcGene_09024	CcContig_101942	8077	8867	-	Secondary Metabolite	KAK1371500.1hypothetical protein POM88_037592 [Heracleum sosnowskyi]	GO:0005618, GO:0030145	Jasmonic acid biosynthesis; Jasmonic acid signaling
628	CcGene_24112	CcContig_033344	3460	6868	-	Secondary Metabolite	KAK1371733.1Inositol-3-phosphate synthase [Heracleum sosnowskyi]	GO:0004512, GO:0005737, GO:0006021, GO:0008654	Myo-inositol biosynthesis
629	CcGene_21448	CcContig_047990	50086	55853	-	Secondary Metabolite	5922.1imidazole glycerol phosphate synthase hisHF, chloroplastic isoform X1 [Daucus carota subsp. sativus]	GO:0000105, GO:0000107, GO:0016833	Histidine biosynthesis I
630	CcGene_09671	CcContig_092565	1738	5043	+	Secondary Metabolite	6182.1serine/arginine-rich splicing factor RS31 [Daucus carota subsp. sativus]	GO:0000398, GO:0003723, GO:0016607	mRNA Splicing - Major Pathway
631	CcGene_27481	CcContig_005763	3199	4166	+	Secondary Metabolite	8141.1probable aquaporin TIP5-1 [Daucus carota subsp. sativus]	GO:0006833, GO:0015250, GO:0016020, GO:0055085	Passive transport by Aquaporins
632	CcGene_20001	CcContig_076156	7184	10580	-	Secondary Metabolite	0440.1beta-xylosidase/alpha-L-arabinofuranosidase 2 [Daucus carota subsp. sativus]	GO:0009044, GO:0009505, GO:0031222, GO:0045493, GO:0046556	SNAC1 transcription network involved in drought and salinity tolerance; Response to Drought
633	CcGene_23990	CcContig_099765	19502	24074	+	Secondary Metabolite	KAK1376545.1Delta l-pyrroline-5-carboxylate synthetase [Heracleum sosnowskyi]	GO:0004029	Metabolism of serotonin; Mitochondrial protein degradation; Smooth Muscle Contraction; Ethanol oxidation; Proline degradation
634	CcGene_04004	CcContig_111129	98950	101131	-	Secondary Metabolite	KAK1391569.1putative isoaspartyl peptidase/L-asparaginase 2 [Heracleum sosnowskyi]	GO:0016787	Phenylalanine metabolism; Asparagine degradation I
635	CcGene_28027	CcContig_104072	20198	25703	+	Secondary Metabolite	KAL1802474.1hypothetical protein ACET3Z_031121 [Daucus carota]	GO:0008757, GO:0032259	Methylation
636	CcGene_14000	CcContig_102344	7965	10157	-	Secondary Metabolite	WOH16275.1hypothetical protein DCAR_0935825 [Daucus carota subsp. sativus]	GO:0046872	SNAC1 transcription network involved in drought and salinity tolerance; Response to Drought
637	CcGene_17457	CcContig_048596	6874	13364	+	Secondary Metabolite	3063.1uncharacterized protein LOC108199653 isoform X1 [Daucus carota subsp. sativus]	GO:0004519, GO:0005524, GO:0006298, GO:0016887, GO:0030983, GO:0045910	Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha); Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)
638	CcGene_22998	CcContig_074763	60577	62352	-	Secondary Metabolite	9035.1ethylene-responsive transcription factor RAP2-12 isoform X1 [Daucus carota subsp. sativus]	GO:0003677, GO:0003700, GO:0006355, GO:0009873	Regulation of seed germination and coleoptile growth under submergence and normal gravity environment
639	CcGene_01227	CcContig_139548	26322	38531	-	Lipid & Polyketide Metabolism	KAL1808821.1hypothetical protein ACET3Z_025811 [Daucus carota]	GO:0005783, GO:0008117, GO:0019752, GO:0030149, GO:0030170	Sphingolipid catabolism
640	CcGene_09007	CcContig_138566	24228	25672	+	Secondary Metabolite	polyribonucleotide nucleotidyltransferase	GO:0005543, GO:0005768, GO:0005886, GO:0006897, GO:0030125, GO:0030276, GO:0000175, GO:0003674, GO:0003824, GO:0004518, GO:0004527, GO:0004532, GO:0004540, GO:0004654, GO:0005575, GO:0005622, GO:0005623, GO:0005737, GO:0006109, GO:0006139, GO:0006396, GO:0006401, GO:0006629, GO:0006720, GO:0006721, GO:0006725, GO:0006778, GO:0006779, GO:0006807, GO:0006950, GO:0007154, GO:0008150, GO:0008152, GO:0008299, GO:0008408, GO:0008610, GO:0009056, GO:0009057, GO:0009058, GO:0009267, GO:0009507, GO:0009532, GO:0009536, GO:0009570, GO:0009605, GO:0009889, GO:0009890, GO:0009892, GO:0009987, GO:0009991, GO:0010322, GO:0010323, GO:0010467, GO:0010563, GO:0010565, GO:0010675, GO:0010677, GO:0015994, GO:0015995, GO:0016036, GO:0016070, GO:0016108, GO:0016109, GO:0016114, GO:0016116, GO:0016117, GO:0016119, GO:0016120, GO:0016122, GO:0016123, GO:0016740, GO:0016772, GO:0016779, GO:0016787, GO:0016788, GO:0016796, GO:0016896, GO:0018130, GO:0019216, GO:0019220, GO:0019222, GO:0019438, GO:0019439, GO:0019747, GO:0031323, GO:0031324, GO:0031326, GO:0031327, GO:0031425, GO:0031667, GO:0031668, GO:0031669, GO:0033013, GO:0033014, GO:0033554, GO:0034641, GO:0034655, GO:0042214, GO:0042440, GO:0042594, GO:0043170, GO:0043226, GO:0043227, GO:0043229, GO:0043231, GO:0044237, GO:0044238, GO:0044248, GO:0044249, GO:0044255, GO:0044260, GO:0044265, GO:0044270, GO:0044271, GO:0044422, GO:0044424, GO:0044434, GO:0044435, GO:0044444, GO:0044446, GO:0044464, GO:0045827, GO:0045833, GO:0045912, GO:0045936, GO:0046148, GO:0046246, GO:0046483, GO:0046700, GO:0046890, GO:0048519, GO:0048523, GO:0050789, GO:0050794, GO:0050896, GO:0051055, GO:0051174, GO:0051186, GO:0051188, GO:0051716, GO:0062012, GO:0062014, GO:0065007, GO:0071071, GO:0071072, GO:0071496, GO:0071704, GO:0080090, GO:0090304, GO:0090305, GO:0090501, GO:0090503, GO:0140098, GO:1901360, GO:1901361, GO:1901362, GO:1901564, GO:1901566, GO:1901575, GO:1901576, GO:1903725, GO:1903726	Cargo recognition for clathrin-mediated endocytosis
641	CcGene_04023	CcContig_087864	50021	51586	+	Flavonoids & Phenylpropanoids	7579.13-ketoacyl-CoA synthase 4 [Daucus carota subsp. sativus]	GO:0006633, GO:0016020, GO:0016747	Resveratrol biosynthesis; Flavonoid biosynthesis; Pinobanksin biosynthesis
642	CcGene_09335	CcContig_007679	8515	11095	-	Secondary Metabolite	KAK1372261.1Mannose-6-phosphate isomerase [Heracleum sosnowskyi]	GO:0004476, GO:0005829, GO:0005975, GO:0008270, GO:0009298	Synthesis of GDP-mannose
643	CcGene_29013	CcContig_001822	23012	33907	+	Secondary Metabolite	9426.1phosphatidylinositol 4-phosphate 5-kinase 7 isoform X1 [Daucus carota subsp. sativus]	GO:0005524, GO:0005886, GO:0016308, GO:0046488, GO:0046854	Synthesis of PIPs at the plasma membrane; PI5P Regulates TP53 Acetylation; PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling; Synthesis of PIPs in the nucleus; Clathrin-mediated endocytosis; Glutamate biosynthesis V; Ammonia assimilation cycle
644	CcGene_24067	CcContig_003879	12776	21461	+	Secondary Metabolite	2661.1uncharacterized protein LOC108199385 isoform X1 [Daucus carota subsp. sativus]	GO:0003910, GO:0004484, GO:0005524, GO:0006281, GO:0006310, GO:0006370, GO:0006470, GO:0140818	mRNA Capping
645	CcGene_07901	CcContig_093554	71811	72968	+	Secondary Metabolite	7296.1U-box domain-containing protein 26 [Daucus carota subsp. sativus]	GO:0016567, GO:0061630	E3 ubiquitin ligases ubiquitinate target proteins
646	CcGene_15998	CcContig_059458	15261	18285	-	Secondary Metabolite	4592.1receptor protein kinase CLAVATA1 [Daucus carota subsp. sativus]	GO:0004672, GO:0005515, GO:0005524, GO:0006468	RAF activation; Anther and pollen development
647	CcGene_17090	CcContig_124587	6686	15210	+	Secondary Metabolite	KAL8121574.1hypothetical protein AgCh_018351 [Apium graveolens]	GO:0000723, GO:0003678, GO:0006281, GO:0010181, GO:0016491	Fanconi Anemia Pathway in DNA repair
648	CcGene_15233	CcContig_004250	24266	28647	-	Secondary Metabolite	3725.1E3 ubiquitin-protein ligase AIRP2-like [Apium graveolens]	GO:0016567, GO:0061630	E3 ubiquitin ligases ubiquitinate target proteins
649	CcGene_28739	CcContig_098414	3847	8481	+	Secondary Metabolite	5947.1serine hydroxymethyltransferase 3, chloroplastic [Daucus carota subsp. sativus]	GO:0004372, GO:0005737, GO:0006565, GO:0008270, GO:0030170, GO:0035999, GO:0046655, GO:0050897, GO:0070905	Metabolism of folate and pterines
650	CcGene_24098	CcContig_060902	24448	27533	-	Secondary Metabolite	KAK1364300.13-methyl-2-oxobutanoate hydroxymethyltransferase [Heracleum sosnowskyi]	GO:0000287, GO:0003864, GO:0005739, GO:0015940	Pantothenate biosynthesis I; Pantothenate biosynthesis II
651	CcGene_00823	CcContig_111235	8713	16073	-	Secondary Metabolite	Myb-like protein X	GO:0006865, GO:0015171, GO:0016020, GO:0055085	Amino acid transport across the plasma membrane
652	CcGene_08331	CcContig_145087	31144	32565	+	Secondary Metabolite	5444.1gibberellin 20 oxidase 1 [Daucus carota subsp. sativus]	GO:0009416, GO:0009686, GO:0009826, GO:0009908, GO:0045544	Gibberellin biosynthesis I (non C-3, non C-13 hydroxylation); Gibberellin biosynthesis II (early C-3 hydroxylation)
653	CcGene_19983	CcContig_095102	129417	138277	+	Secondary Metabolite	6623.1ABC transporter F family member 3 [Daucus carota subsp. sativus]	GO:0005524, GO:0016887	ABC-family proteins mediated transport
654	CcGene_16273	CcContig_095481	3359	5102	-	Secondary Metabolite	WOH10636.1hypothetical protein DCAR_0730105 [Daucus carota subsp. sativus]	GO:0003746, GO:0005085, GO:0005829, GO:0005853, GO:0006414	Eukaryotic Translation Elongation; Translation elongation
655	CcGene_02012	CcContig_095206	13770	17919	+	Secondary Metabolite	1959.1uncharacterized calcium-binding protein At1g02270 isoform X1 [Daucus carota subsp. sativus]	GO:0000175	Arsenic uptake and detoxification
656	CcGene_19666	CcContig_111687	54996	64680	-	Secondary Metabolite	3516.1peroxisomal acyl-coenzyme A oxidase 1 [Daucus carota subsp. sativus]	GO:0001676, GO:0003997, GO:0005504, GO:0005777, GO:0033540, GO:0055088, GO:0071949	Beta-oxidation of very long chain fatty acids
657	CcGene_04998	CcContig_059025	10456	13508	+	Secondary Metabolite	0839.1rop guanine nucleotide exchange factor 14 [Daucus carota subsp. sativus]	GO:0005085	Recognition of fungal and bacterial pathogens and immunity response
658	CcGene_11013	CcContig_113796	5710	7610	+	Secondary Metabolite	0528.1cationic peroxidase 1 [Daucus carota subsp. sativus]	GO:0004601, GO:0006979, GO:0020037, GO:0042744	Development of root hair
659	CcGene_19010	CcContig_147312	24352	31541	-	Secondary Metabolite	Leucine rich repeat N-terminal domain	GO:0005515, GO:0005737, GO:0008175, GO:0030488, GO:0031591	Synthesis of wybutosine at G37 of tRNA(Phe); Regulatory network of nutrient accumulation
660	CcGene_16010	CcContig_050374	22561	25238	-	Secondary Metabolite	KAK1400193.1heparan-alpha-glucosaminide N-acetyltransferase-like [Heracleum sosnowskyi]		Neutrophil degranulation; Arsenic uptake and detoxification
661	CcGene_08004	CcContig_046804	62963	63578	-	Secondary Metabolite	KAL8119828.1hypothetical protein AgCh_017084 [Apium graveolens]		Glutathione redox reactions II; Glutathione redox reactions I
662	CcGene_25002	CcContig_003864	10424	15012	+	Secondary Metabolite	6538.1uncharacterized protein LOC141718076 isoform X2 [Apium graveolens]	GO:0005634, GO:0006203, GO:0008832	Nucleotide catabolism
663	CcGene_20270	CcContig_064378	29251	36063	+	Secondary Metabolite	6652.1putative zinc transporter At3g08650 [Daucus carota subsp. sativus]	GO:0005385, GO:0016020, GO:0071577	Zinc efflux and compartmentalization by the SLC30 family; Zinc influx into cells by the SLC39 gene family
664	CcGene_23205	CcContig_145171	88703	92738	+	Secondary Metabolite	KAK1377098.1Transketolase [Heracleum sosnowskyi]	GO:0004802, GO:0005829, GO:0006098	Pentose phosphate pathway
665	CcGene_26009	CcContig_103052	10578	12859	+	Secondary Metabolite	6167.1wax ester synthase/diacylglycerol acyltransferase 11 [Daucus carota subsp. sativus]	GO:0004144, GO:0005886, GO:0019432	Triglyceride biosynthesis
666	CcGene_07792	CcContig_076187	29097	35748	-	Secondary Metabolite	8450.1methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial [Daucus carota subsp. sativus]	GO:0004491, GO:0005739, GO:0006210, GO:0006574, GO:0018478	Valine degradation
667	CcGene_11009	CcContig_137672	36641	38979	+	Secondary Metabolite	WOH11788.1hypothetical protein DCAR_0831280 [Daucus carota subsp. sativus]	GO:0004477, GO:0004488, GO:0005829, GO:0035999	Metabolism of folate and pterines
668	CcGene_18175	CcContig_093570	54275	59954	-	Secondary Metabolite	0202.2polyprotein of EF-Ts, chloroplastic [Daucus carota subsp. sativus]	GO:0003676, GO:0003746, GO:0005515, GO:0005759, GO:0070125	Mitochondrial translation elongation
669	CcGene_11892	CcContig_116008	4937	11251	+	Secondary Metabolite	KAK1373228.1Pantothenate kinase 2 [Heracleum sosnowskyi]	GO:0004594, GO:0005524, GO:0005634, GO:0005829, GO:0015937	Coenzyme A biosynthesis
670	CcGene_04417	CcContig_048225	12984	14903	-	Secondary Metabolite	7712.1wax ester synthase/diacylglycerol acyltransferase 4 [Daucus carota subsp. sativus]	GO:0004144, GO:0005886, GO:0019432	Triglyceride biosynthesis
671	CcGene_14016	CcContig_095707	43081	45851	-	Secondary Metabolite	KAL1834452.1hypothetical protein ACET3Z_004103 [Daucus carota]	GO:0005515, GO:0016020	Lysine biosynthesis VI
672	CcGene_17990	CcContig_106391	35386	38486	+	Secondary Metabolite	WOH15348.1hypothetical protein DCAR_0934886 [Daucus carota subsp. sativus]	GO:0005737, GO:0005980, GO:0008184, GO:0030170	Glycogen breakdown (glycogenolysis); Neutrophil degranulation; Regulatory network of nutrient accumulation
673	CcGene_18533	CcContig_124511	46546	49613	-	Secondary Metabolite	4217.1sucrose-phosphatase 1 [Daucus carota subsp. sativus]	GO:0000287, GO:0005986, GO:0050307	Sucrose biosynthesis
674	CcGene_24529	CcContig_054106	8109	13527	-	Secondary Metabolite	0686.11-acyl-sn-glycerol-3-phosphate acyltransferase BAT2, chloroplastic isoform X2 [Daucus carota subsp. sativus]	GO:0003841, GO:0006654, GO:0016020	Synthesis of PA
675	CcGene_09908	CcContig_123408	81418	97926	+	Terpenoid Biosynthesis	6091.1zeta-carotene desaturase, chloroplastic/chromoplastic [Daucus carota subsp. sativus]	GO:0008654, GO:0009507, GO:0016020, GO:0016117, GO:0016120, GO:0016719, GO:0016780	Phospholipid biosynthesis I; Carotenoid biosynthesis
676	CcGene_29000	CcContig_128702	22937	35177	-	Secondary Metabolite	5272.1cleavage and polyadenylation specificity factor subunit 2 [Daucus carota subsp. sativus]	GO:0003723, GO:0005847, GO:0006398	mRNA 3'-end processing; Processing of Intronless Pre-mRNAs; Transport of Mature mRNA Derived from an Intronless Transcript; RNA Polymerase II Transcription Termination
677	CcGene_26580	CcContig_136166	74389	76790	+	Lipid & Polyketide Metabolism	0284.13-dehydrosphinganine reductase TSC10A [Daucus carota subsp. sativus]	GO:0005789, GO:0030148, GO:0047560	Sphingolipid de novo biosynthesis
678	CcGene_23814	CcContig_082506	22709	36799	-	Secondary Metabolite	5364.1serine/threonine-protein phosphatase BSL1 [Daucus carota subsp. sativus]	GO:0004721, GO:0005515, GO:0009742	Brassinosteroid signaling
679	CcGene_18117	CcContig_095106	13415	16344	+	Secondary Metabolite	1163.11-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase, chloroplastic [Daucus carota subsp. sativus]	GO:0000105, GO:0000162, GO:0003949, GO:0005737	Histidine biosynthesis I
680	CcGene_05849	CcContig_092972	36805	39223	-	Secondary Metabolite	KAA8531342.1hypothetical protein F0562_006051 [Nyssa sinensis]	GO:0004149, GO:0005739, GO:0006099	Citric acid cycle (TCA cycle)
681	CcGene_03461	CcContig_085363	5381	8887	-	Secondary Metabolite	1943.1inositol-3-phosphate synthase [Apium graveolens]	GO:0004512, GO:0005737, GO:0006021, GO:0008654	Myo-inositol biosynthesis
682	CcGene_12024	CcContig_002762	1833	2402	+	Secondary Metabolite	KAK1381712.1Vetispiradiene synthase [Heracleum sosnowskyi]	GO:0010333	Capsidiol biosynthesis
683	CcGene_08596	CcContig_107506	9855	11076	+	Secondary Metabolite	KAK1403601.1DNA replication licensing factor MCM5 [Heracleum sosnowskyi]	GO:0000727, GO:0003697, GO:0005524, GO:0005634, GO:0006270, GO:0017116, GO:0042555, GO:0043138	DNA replication Initiation
684	CcGene_18835	CcContig_041287	25141	29835	-	Secondary Metabolite	5559.1thiamine biosynthetic bifunctional enzyme TH1, chloroplastic isoform X2 [Daucus carota subsp. sativus]	GO:0004789, GO:0008902, GO:0008972, GO:0009228, GO:0009507	Thiamine biosynthesis
685	CcGene_00035	CcContig_133600	12590	17324	-	Secondary Metabolite	8006.1uncharacterized protein LOC108219596 [Daucus carota subsp. sativus]	GO:0005085, GO:0055037	RAB GEFs exchange GTP for GDP on RABs
686	CcGene_11020	CcContig_071748	5679	8254	-	Secondary Metabolite	3234.1NEDD8-activating enzyme E1 regulatory subunit AXR1 [Daucus carota subsp. sativus]	GO:0004252, GO:0006508, GO:0008641	Neddylation; Strigolactone signaling
687	CcGene_24997	CcContig_059840	7087	16338	+	Secondary Metabolite	KAL1807061.1hypothetical protein ACET3Z_030129 [Daucus carota]	GO:0003677, GO:0003899, GO:0006390, GO:0034245	Mitochondrial transcription initiation
688	CcGene_16834	CcContig_059555	21113	27461	-	Secondary Metabolite	KAL1810666.1hypothetical protein ACET3Z_020731 [Daucus carota]	GO:0003723, GO:0004521, GO:0005515, GO:0005737, GO:0035194	Post-transcriptional silencing by small RNAs
689	CcGene_14110	CcContig_048740	27213	32008	-	Secondary Metabolite	2157.1cellulose synthase A catalytic subunit 7 [UDP-forming] [Daucus carota subsp. sativus]	GO:0005802, GO:0005886, GO:0009833, GO:0016760, GO:0030244	Cellulose biosynthesis
690	CcGene_28478	CcContig_116035	241389	247669	+	Secondary Metabolite	WOG98811.1hypothetical protein DCAR_0418156 [Daucus carota subsp. sativus]	GO:0003994, GO:0005739, GO:0005829, GO:0006099, GO:0006101, GO:0016020, GO:0030350, GO:0048193, GO:0051539	Citric acid cycle (TCA cycle); The tricarboxylic acid cycle; TCA cycle (plant)
691	CcGene_02598	CcContig_059346	8251	9681	-	Secondary Metabolite	1597.1caffeic acid 3-O-methyltransferase [Daucus carota subsp. sativus]	GO:0008171, GO:0008757, GO:0032259, GO:0046983	Methylation
692	CcGene_20943	CcContig_096281	12572	15545	-	Secondary Metabolite	KAK1374980.1Transferase [Heracleum sosnowskyi]	GO:0005783, GO:0006506, GO:0016020, GO:0032216, GO:0072659	Synthesis of glycosylphosphatidylinositol (GPI)
693	CcGene_11740	CcContig_102192	17432	21893	+	Secondary Metabolite	1600.1probable phosphoribosylformylglycinamidine synthase, chloroplastic/mitochondrial [Daucus carota subsp. sativus]	GO:0004642, GO:0006189	De novo synthesis of IMP
694	CcGene_18954	CcContig_058983	16041	17930	+	Secondary Metabolite	4539.1E3 ubiquitin-protein ligase HAKAI homolog [Daucus carota subsp. sativus]	GO:0016567, GO:0030155, GO:0061630	E3 ubiquitin ligases ubiquitinate target proteins
695	CcGene_25486	CcContig_107799	8978	13949	+	Secondary Metabolite	KAL1827404.1hypothetical protein ACET3Z_005816 [Daucus carota]	GO:0005886, GO:0015385, GO:0015386, GO:0051453, GO:0071805, GO:0098719, GO:1902600	TWIK-related spinal cord K+ channel (TRESK); TWIK related potassium channel (TREK); Tandem pore domain halothane-inhibited K+ channel (THIK); TWIK-releated acid-sensitive K+ channel (TASK); TWIK-related alkaline pH activated K+ channel (TALK)
